
26/10/2023, ,10
26/10/2023, ,0
26/10/2023, ,10
26/10/2023, ,10
26/10/2023, ,0
26/10/2023, ,20
26/10/2023,kkk,10
26/10/2023,Anonymous,0
26/10/2023,Anonymous,0
26/10/2023,Anonymous,0
26/10/2023,jerry,20
26/10/2023,no,0
26/10/2023,no!!!!,0
26/10/2023, ,0
26/10/2023,this is right,60
26/10/2023,jerry the GOAT!!!,10

26/10/2023, ,0
26/10/2023, ,0
26/10/2023, ,630
26/10/2023,qi,10
27/10/2023, ,110
27/10/2023, ,0
27/10/2023, ,0
27/10/2023, ,0
27/10/2023, ,10
27/10/2023, ,0
27/10/2023, ,0
27/10/2023, ,370
27/10/2023, ,0
27/10/2023, ,0
27/10/2023, ,540
27/10/2023, ,120
28/10/2023,jerry,10
28/10/2023, ,40
28/10/2023, ,10
28/10/2023, ,10
28/10/2023, ,10
28/10/2023, ,0
28/10/2023, ,0
28/10/2023, ,0
28/10/2023, ,110
28/10/2023, ,130
28/10/2023, ,130
29/10/2023, ,110
29/10/2023, ,10
29/10/2023, ,20
29/10/2023, ,50
29/10/2023, ,110
29/10/2023, ,10
29/10/2023, ,340
29/10/2023, ,170
29/10/2023, ,840
29/10/2023, ,50
29/10/2023, ,110
29/10/2023, ,430
29/10/2023, ,250
29/10/2023, ,10
29/10/2023, ,20
29/10/2023, ,160
29/10/2023, ,70
29/10/2023, ,690
29/10/2023, ,0
29/10/2023, ,70
29/10/2023, ,470
29/10/2023, ,260
29/10/2023, ,80
29/10/2023,played with touchdown,12
29/10/2023, ,12
29/10/2023, ,60
29/10/2023, ,40
29/10/2023, ,10
29/10/2023, ,0
29/10/2023, ,100
29/10/2023, ,160
29/10/2023, ,11
29/10/2023, ,940
29/10/2023, ,120
29/10/2023,jacob,1
30/10/2023, ,250
30/10/2023, ,30
30/10/2023, ,830
30/10/2023, ,270
30/10/2023, ,520
30/10/2023, ,690
30/10/2023, ,120
30/10/2023, ,20
30/10/2023, ,0
31/10/2023, ,150
1/11/2023, ,130
1/11/2023, ,180
1/11/2023, ,330
1/11/2023, ,50
3/11/2023, ,480
3/11/2023, ,10
3/11/2023, ,420
3/11/2023, ,410
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,0
3/11/2023, ,810
3/11/2023,jz,41
4/11/2023, ,190
4/11/2023, ,9
6/11/2023, ,0
6/11/2023, ,110
7/11/2023, ,600
9/11/2023, ,330
10/11/2023, ,40
10/11/2023, ,110
10/11/2023, ,520
11/11/2023, ,420
11/11/2023, ,100
12/11/2023, ,60
18/11/2023, ,280
18/11/2023, ,510
19/11/2023, ,320
21/11/2023, ,150
22/11/2023, ,70
23/11/2023, ,70
23/11/2023, ,750
23/11/2023, ,450
23/11/2023, ,18
23/11/2023, ,110
24/11/2023, ,600
24/11/2023, ,70
24/11/2023, ,420
25/11/2023, ,920
26/11/2023, ,850
26/11/2023, ,340
27/11/2023, ,190
29/11/2023, ,630
29/11/2023, ,450
29/11/2023,jerry!,1010
30/11/2023, ,170
30/11/2023,jerry the great!,2880
30/11/2023, ,0
30/11/2023, ,0
30/11/2023, ,0
30/11/2023, ,0
30/11/2023, ,30
